FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.salttv._MakeSurePowerCableWellPlugged	Sicherstellen, dass das Stromkabel gut eingesteckt ist.<N>Bei Bedarf die Wandsteckdose wechseln.	Is the Power cable plugged in properly?	tv/powercablepluggedin	Stromkabel OK			
$flow.salttv._QuitAndRelaunchSaltTV	Die Taste <Q>Home<Q> zweimal schnell drücken.<N>Auf der Touch-Oberfläche der Siri Remote nach links oder rechts streichen, um zur Salt TV App zu wechseln.<N>Auf der Touch-Oberfläche der Siri Remote nach oben streichen, um die Salt TV App zu verlassen.<N>Die <Q>Menü<Q> Taste drücken, um zum Start-Bildschirm zurückzukehren dann die Salt TV App neustarten.	Die Salt TV-App neustarten					https://support.apple.com/de-ch/guide/tv/atvbbcec4f4e/tvos
$flow.salttv._RebootAppleTV	Zu:<N><T>- Einstellungen<N><T>- System<N><T>- Neustart<N>gehen.	Das Apple TV neu starten					https://support.apple.com/de-ch/HT201836
$flow.salttv._RepairProcess	Den Kunden ermutigen, den Reparaturantrag online einzureichen.	Das Apple TV muss repariert werden					https://qoof.salt.ch/de/customer-process/use_trouble/replacement_and_repair/repair_equipment_fiberbox_tvbox_accessories#salt-fiber-box-fiber-zubeh%C3%B6r-und-apple-tv-4k
$flow.salttv._ResetAppleTV	Zu:<N><T>- Einstellungen<N><T>- System<N><T>- Zurücksetzen<N>gehen.	Apple TV auf Werkseinstellungen zurücksetzen (Reset)					https://support.apple.com/de-ch/HT202118
$flow.salttv.HasAppleAccount	Eine AppleID, die durch die Auswahl eines anderen Landes als der Schweiz erstellt wurde, erlaubt das Herunterladen von SaltTV nicht. 	Verfügt der Kunde über eine Schweizer Apple ID?		Schweizer Apple ID	Keine Schweizer Apple ID		
$flow.salttv.IsAppleTVvisibleOnTVScreen	Der klassische Start-Bildschirm, der Icons von vorinstallierten Apps enthält.<N>(z.B. App Store) 	Ist der Apple TV Home Screen auf dem Fernseher sichtbar?	tv/tvhomescreen	Ja	Nein		
$flow.salttv.IsImageJerky	Verwackeltes, unklares Bild.<N>Unbefriedigende Sendequalität.	Ist das Bild verwackelt?	tv/jerkyimage	Bild verwackelt	Anders		
$flow.salttv.IsMessageInvitingToContactCC	Wenn dies der Fall ist, kann der Kunde ausgeschlossen werden.	Gibt es eine Nachricht, die den Kunden auffordert, den Kundendienst anzurufen?		Ja	Keine Nachricht		
$flow.salttv.IsSaltIconVisibleOnAppleTV		Ist das Salt TV App-Icon sichtbar?	tv/salttvicon	Ja	Nein		
$flow.salttv.IsTVServicesActiveVTI	Zu:<N><T>VTI -> Angebotsverwaltung -> Instrumententafel -> TV<N>gehen.	Sind die TV-Dienste in VTI aktiv?	tv/activetvservice	aktiv	Problem		
$flow.salttv.ProblemSolved	Bestätigt der Kunde, dass alle Sender einwandfrei funktionieren?	Ist das Problem gelöst?		Alles OK	Nein		
$flow.salttv.WhatAppleTVcnxType	Welche Verbindungsart hat der Kunde? 	Wie ist das Apple TV an die Fiber Box angeschlossen?		LAN	WiFi		
$flow.salttv.WhiteLightLids	Wenn die LED korrekt mit Strom versorgt wird, leuchtet sie stabil und weiss. 	Leuchtet die weisse LED (Statusanzeige) auf dem Apple TV?	tv/statusled	Ja, weiss	Anders		https://support.apple.com/de-ch/guide/tv/atvba38a4135/tvos
$flow.salttv._OpenSaltTVApp		Die Salt TV App öffnen					
$flow.salttv._LogInWithSwissAppleID		Anmeldung mit einem Schweizer Apple TV-Konto					
$flow.salttv._ConnectAppleTVtoTheLAN		Das Apple TV über LAN anschliessen.					
