FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.nointernet.postLedChecks._ReadRXValues	Den Kunden unterstützen<N>Anweisen, wie man den RX-Wert findet.<N>Wenn es nicht möglich ist, die Werte zu ermitteln, wenn das einzige Gerät im Haushalt ein AppleTV ist, <b>aaa<b> eingeben. <N><N><em>Wenn es keine automatische Weiterleitung zur Login-Seite erfolgt, diese Adresse manuell eingeben:<N>192.168.1.1/login.htm<em>	RX-Werte eingeben (Verwaltungskonsole der Fiber Box zu Hause)	box/AdminRX-de	RX-Werte oder aaa	Boot-Sequenz anormal	WiFi unsichtbar	https://youtube.com/watch?v=vB61nkVrqj0|https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#pr%C3%BCfung-der-led-sequenz-reihenfolge
$flow.nointernet.so.tckets._SwapBox	Ein Ticket [523] wird automatisch generiert, wenn der nächste Schritt erreicht wird. Erstelle nicht manuell (SuperOffice) eines. Eine Kopie des Inhalts wird an deine Mailbox geschickt.<N><N>Informieren, dass:<N><T>- ein technisches Ticket zur weiteren Abklärung an unseren technischen Dienst weitergeleitet wurde.<N><T>- wir ihn kontaktieren könnten.<N><T>- er so schnell wie möglich ein Feedback erhalten wird.<N><T>- <em>die Box während des gesamten Lebenszyklus des Tickets bei ihm immer mit Strom versorgt (230V) und angeschlossen (SFP, Fiber, OTO) sein muss.<em>	Automatische Ticket-Erstellung [523] in SuperOffice 					
$flow.nointernet.fiberbox.IsWWWLedGreen		Leuchtet die WWW-LED grün?		Grün	Aus (leuchtet nicht)		https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.FiberLedOff		Die FIBER-LED ist ausgeschaltet?					
$flow.nointernet.customer.HasCustomerLEXnetworkIssue		Ich überprüfe, ob es einen Zwischenfall mit dem Glasfaserverteiler in Ihrer Nachbarschaft - alias LEX - gibt. <N>Der LEX des Kunden : <N><LEX> <N>OLT: <OLT>		Informieren, dass das Problem behoben wird.	Keine Zwischenfälle		https://qoof.salt.ch/bug/services/services_major_incidents|https://qoof.salt.ch
$flow.nointernet.fiberbox.IsBoxReachable	Den Status der Box aktualisieren: VTI > <LQ>Manage router box<RQ> > <LQ>Aktualisieren status<RQ><N>(Wichtig: Die Aktualisierung muss jedes Mal gemacht werden! Sonst wird der effektive Status der Box nicht angezeigt.)<N>Falls die Box nicht verfügbar ist, überprüft das Datum, an sie zuletzt online war. Fragt den Kunden, ob an diesem Datum ein Umzug oder Bauarbeiten durchgeführt wurden (Reparaturen/Renovierungen, Malerarbeiten usw.).	VTI, Angebotsverwaltung, Instrumententafel<Q>Router<Q>, <em>(1) Aktualizieren status<em> dann <em>(2) Siehe Verlauf<em> und ich lese den Verbindungsstatus :<N>Ist die Box erreichbar?	vti/IsBoxReachable_de				
$flow.nointernet.fiberbox.WhatColorBlink		Fiber LED blinkt Rot oder Grün	box/fiber_blinks_red_or_green	Rot	Grün		
$flow.nointernet.fiberbox.WhichWeirdBoot	# <Q>POWER<Q> grün, <Q>FIBER<Q> rot, keine andere LED-Anzeige<N><T>- <Q>POWER<Q> grün, <Q>FIBER<Q> rot, <N><T>- keine andere LED-Anzeige startet auf <N><N># Alle LAN-LEDs grün, <Q>POWER<Q> grün, <Q>FIBER<Q> rot, keine andere LED-Anzeige<N><T>- Power grün, Fiber rot, <N><T>- keine andere LED-Anzeige startet auf, <N><T>- auf der Rückseite der Box sind alle grünen LEDs der LAN-Ports eingeschaltet, auch wenn kein LAN-Kabel eingesteckt ist<N><N># Alle LEDs  1 Sek, Power grün, Fiber rot <N><T>- alle LEDs 1 Sek. lang<N><T>- Power grün, keine andere LED startet in den ersten 90 Sek nach dem Einschalten auf<N><N># Non-stop Neustart<N>kein USB-Gerät ist eingesteckt und die Box startet ständig neu auf:<N><T>- Power grün, Fiber rot <N><T>- alle LEDs 1 Sekunde lang <N><T>- Und immer wieder...	Welcher Neustart verläuft nicht normal?					
$flow.nointernet.vti.IsWishDatePassed	"Das Wunschdatum (<Q>Wish date<Q>) findet ihr in:<N>Kundenereignis-Protokolle > <Q>Abo<Q>-Linie<N><N>. Falls das Wunschdatum bereits vorbei ist, muss das Second Level untersuchen; anderenfalls teilt dem Kunden mit, dass sein Abo am Wunschdatum aufgeschaltet wird."	Ist das Wunschdatum in VTI schon vorbei?	vti/whishdate				
$flow.nointernet.vti._SoOrderNotComplete	Sobald ihr zum nächsten Schritt übergeht, wird automatisch ein Ticket generiert (ihr erhaltet eine Kopie des Inhalts per E-Mail). Kein manuelles Ticket erstellen (SuperOffice). <N><N>Informiert den Kunden wie folgt:<N><T>- Ein technisches Ticket wird zur sorgfältigen Analyse an unsere technische Abteilung weitergeleitet.<N><T>- Der Kunde wird eventuell kontaktiert.<N><T>- Er wird so schnell wie möglich ein Feedback erhalten.<N><T> - <em>Die Box muss während der gesamten Bearbeitungszeit eines Tickets immer mit Strom versorgt (230V) und eingesteckt sein (SFP, Glasfaser, OTO).<em>	Automatische Erstellung eines Tickets [414] in SuperOffice					
