FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.nointernet.postLedChecks.IsSerialNumberCorrect	<N><T>1. Placer la Box enface de soi<N><T>2. La retourner bas en haut<N><T>3. Placer les deux pouces sur la soucoupe<N><T>4. Pousser vers l'avant<N><T>5. Enlever complètement la soucoupe<N><T>6. Le N° de série est après S/N: 	Le numéro de série de la box au domicile correspond-il à celui dans VTI ?	box/serialfind				
$flow.nointernet.postLedChecks._ReadSerialNumber	Accompagner le client<N>Expliquer clairement toutes les étapes (manuelles) pour trouver le numéro sur la box.	Saisir le numéro de serie de la box					
$flow.nointernet.postLedChecks._ReadRXValues	Accompagner le client<N>Indiquer comment trouver la valeur RX.<N>Si il n'est pas possible d'obtenir les valeurs et que le seul et unique appareil dans le foyer est l'AppleTV saisir <b>aaa<b>.<N><N><em>Si la redirection vers la page de login ne se fait pas, il faut la saisir à la main:<N>192.168.1.1/login.htm<em>	Saisir les valeurs RX (Console d'Admin FiberBox au domicile)	box/AdminRX-fr	Valeurs RX ou aaa	Sequence de boot anormale	WiFi Invisible	https://youtube.com/watch?v=vB61nkVrqj0|https://qoof.salt.ch/fr/knowledge/technical/modem_router/boot_led_sequence#v%C3%A9rification-des-s%C3%A9quences
$flow.nointernet.so.tckets._SwapBox	'- Un ticket [523] sera automatiquement généré lors du passage à l'étape suivante. Ne pas créer manuellement un ticket (SuperOffice). Une copie du contenu sera envoyée à ta boîte e-mail.<N><N>Informer :<N><T>- qu’un ticket technique sera transmis à notre service technique pour une analyse approfondie.<N><T>- on pourrait le contacter.<N><T>- il recevra un feedback dès que possible.<N><T>- <em>la box doit toujours être alimenté (230V) et branché (SFP, Fibre, OTO) pendant toute la durée de vie d'un ticket.<em>'	Création automatique de tickets [523] dans SuperOffice					
$flow.nointernet.fiberbox.IsWWWLedOff		Est-ce que la LED WWW est verte ?		Verte	Éteinte		https://qoof.salt.ch/fr/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.IsWWWLedGreen		Est-ce que la LED WWW est verte ?		Verte	Éteinte		https://qoof.salt.ch/fr/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.WhatIsFiberLEDStatus		Comment est la LED Fiber ?		Verte stable		Rouge, clignottante ou éteinte	
$flow.installation._EnsureCorrectPortPlug	<b>Particulièrement si le câble a été changé<b>	S'assurer que le câble Fiber est connecté au bon port OTO	box/oto/Correctplugfr				
$flow.installation._EnsureNoLanLoop	Une boucle LAN (LAN Loop) est une câble qui part d'un port de la box et revient directement sur un autre port	S'assurer qu'il n'y a pas de boucle LAN	box/lanloop				
$flow.installation._RemoveMultiplePowerSocket	La box ne doit pas être branchée sur une prise multiple	Brancher la Box directement sur un prise murale					
$flow.installation.IsOTOidAligned	Demander au client de lire le N°OTO à haute voix	Numéro OTO est le même que celui de VTI ?					
$flow.installation.OTOPlugDamagedNotClicking	Le câble Fiber sur la prise ne tient pas bien (pas de <LQ>click<RQ> l'orsqu'on l'enfonce)	La prise OTO est endommagée ?					
$flow.wifi._MoveCloseUnplugRepeater		S'approcher de la box et s'assurer de pas être à portée d'un répéteur WiFi	box/getClose				
$flow.installation._CheckSFP	Essayer de <b>ne pas trop faire manipuler le SFP<b>. Juste vérifier que :<N><T>- Le levier blue est vers le haut.<N><T>- Le SFP est bien enfoncé jusqu'à la butée. 	S'assurer que le SFP enferme correctement le câble Fiber	box/sfp/badgood				https://qoof.salt.ch/fr/customer-process/use_trouble/internet/led_fiber_off_red#raccordez-tous-les-c%C3%A2bles-selon-la-vid%C3%A9o
$flow.activation.IsFiberOrMultisurf		Est-ce bien un contrat Fiber ou MultiSurf ?		Fiber	MultiSurf		
$flow.activation.WhereWasOrderDone		Où s'est faite la commande ?		En ligne ou porte à porte	Dans un Store		https://qoom.salt.ch/customer-process/discover/salt_company_info/stores_adress_list
$flow.activation._GetAdresAndElligibility		Vérifier l'adresse et son eligibilité à Fiber					https://qoof.salt.ch/fr/customer-process/discover/services/availability_check#dans-les-salt-stores-par-le-service-client%C3%A8le
