FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.salttv._MakeSurePowerCableWellPlugged	Vérifier que le câble d'alimentation est bien branché.<N>Changer la prise murale si nécessaire.	Le câble d'alimentation est-il bien branché ?	tv/powercablepluggedin	Câble OK			
$flow.salttv._QuitAndRelaunchSaltTV	Appuyer deux fois rapidement sur le bouton <Q>Home<Q><N>Balayer vers la gauche ou vers la droite sur la surface Touch de la télécommande Siri Remote pour accéder à Salt TV.<N>Balayer la surface Touch de la télécommande Siri Remote vers le haut pour forcer la fermeture de l’app Salt TV.<N>Appuyer sur la touche Menu pour revenir à l'écran <Q>Home<Q> puis redémarrer l'application Salt TV.	Redémarrer l'application Salt TV					https://support.apple.com/fr-ch/guide/tv/atvbbcec4f4e/tvos
$flow.salttv._RebootAppleTV	Aller dans : <N><T>- Réglages<N><T>- Système<N><T>- Redémarrer	Redémarrer l'Apple TV					https://support.apple.com/fr-ch/HT201836
$flow.salttv._RepairProcess	Encourager le client à effectuer l'enregistrement de la réparation en ligne	L'Apple TV doit être réparée					https://qoof.salt.ch/fr/customer-process/use_trouble/replacement_and_repair/repair_equipment_fiberbox_tvbox_accessories#salt-fiber-box-acc%C3%A9ssoires-et-apple-tv-4k
$flow.salttv._ResetAppleTV	Aller dans : <N><T>- Réglages<N><T>- Système<N><T>- Réinitialiser	Réinitialiser l'Apple TV 					https://support.apple.com/fr-ch/HT202118
$flow.salttv.HasAppleAccount	Un AppleID créé en sélectionnant un pays autre que la Suisse ne permet pas de télécharger SaltTV. 	Le client dispose d'un Apple ID Suisse ?		Apple ID Suisse	Pas de Apple ID Suisse		
$flow.salttv.IsAppleTVvisibleOnTVScreen	L'écran de démarrage classique, contenant des icônes d'applications préinstallées.<N>(telles que l'App Store) 	L'écran de démarrage de l'Apple TV est-il visible sur le téléviseur ?	tv/tvhomescreen	Visible	Pas visible		
$flow.salttv.IsImageJerky	Qualité de diffusion non satisfaisante.<N>Mouvements à l'image Image pas fluides<N>Des blocs géométriques apparaissents <N>Couleurs anormales 	Le flux d'image est-il mauvais ?	tv/jerky_image#900#675#24				
$flow.salttv.IsMessageInvitingToContactCC	Si oui il se peut que le client soit barré	Y a-t-il un message invitant le client à appeler le service clientèle ?		Oui	Pas de message		
$flow.salttv.IsSaltIconVisibleOnAppleTV		L'icône de l'application Salt TV est-elle visible ?  	tv/salttvicon	Visible	Pas visible		
$flow.salttv.IsTVServicesActiveVTI	Aller sur :<N><T>- VTI -> Gestion de l’offre -> Dashboard santé -> TV	Les services TV sont actifs dans VTI ?	tv/activetvservice	Actifs	Problème		
$flow.salttv.ProblemSolved	Est-ce que le client confirme que tous les canaux fonctionnent correctement ? 	Le problème est-il résolu ?		Tout OK 	Non		
$flow.salttv.WhatAppleTVcnxType	Quel est le type de connexion du client ? 	Comment l'Apple TV est-elle connectée à la Fiber Box ?		LAN	WiFi		
$flow.salttv.WhiteLightLids	Si l'alimentation est correcte, la LED est stable et blanche  	La LED blanche (voyant d'état) de l'Apple TV est-elle allumée ? 	tv/statusled	Oui, blanche	Autre		https://support.apple.com/fr-ch/guide/tv/atvba38a4135/tvos
$flow.salttv._OpenSaltTVApp		Ouvrir l'application Salt TV					
$flow.salttv._LogInWithSwissAppleID		Se loguer avec un compte Apple TV Suisse					
$flow.salttv._ConnectAppleTVtoTheLAN		Connecter l'AppleTV an LAN					
