FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.nointernet.fiberbox.BootSequence	<T>- Fiber LED RED (steady/blinking),<N><T> - Fiber LED GREEN BLINKING,<N> WWW OFF,<N> Fiber LED OFF	Is the boot sequence:					
$flow.nointernet.fiberbox.FiberLedGreenStable		How is the Fiber LED ?		Green and stable	Red stable	Blinking red/green	
$flow.nointernet.fiberbox.IconRedNoRX		No RX value and Red icon?					
$flow.nointernet.so._CreateTicketModemCNX	'- A ticket [521] will be automatically generated upon advancing to the next step. Do not manually create one (SuperOffice). A copy of the content will be sent to your mailbox.<N><N>Inform that:<N><T>- a technical ticket is forwarded to our technical department for a thorough analysis.<N><T>- he may be contacted.<N><T>- he will receive feedback as soon as possible.<N><T> - <em>the box must always be powered (230V) and plugged in (SFP, Fibre, OTO) during the whole life of a ticket.<em>'	Automatic ticket creation [521] in SuperOffice					
$flow.nointernet.so._InformTicketStatus	Enter the missing information to the ticket, if specified.	Inform the customer about the ticket status.	general/conversation				
$flow.nointernet.so.ModemConnectionTicketOpen		Is there an open S.O. ticket 1.Modem Connection [521]?					
$flow.nointernet.so.IsTicketOpened	Either technical:<N><T>- Modem Connection<N><T>- Probléme de Wifi / Wlan<N><T>- Box Swap (under condition)<N><T>- WWW LED OFF <N><N>Either linked to the order: <N><T>- Plug in Use info<N><T>- OTO Given by customer<N><T>- Order Status check request<N><T>- OTO - Wrong OTO connected<N><N>Either request for:<N><T>- Move<N><T>- Termination<N><N>The Ticket status can be: Raised / Pending customer / Pending other teams / Re-open / Pending future date<N><N>Also check “VTI -> Customer events’ log” and S.O. -> Wrap-Up for recent customer interactions.	Verify in S.O. « Cases » and « Email » if a ticket linked to a connection problem is open	so/techticketopened	Recaller	No recent ticket		https://cs.salt.ch/scripts/ticket.fcgi?_sf=0&action=searchTable&table=person&_activeMenu=1
$flow.nointernet.vti.CheckContractorVTI	Find the customer by<N><T>- billing account number,<N><T>- name,<N><T>-e-mail address,<N><T>- etc.<N><N>Check in VTI that the opened contract corresponds to the customer.<N>Copy (CTRL + C) the VoIP number and paste (CTRL + V) in the field VoIP N°.	Is the customer clearly identifiable in VTI?	vti/searchandverifycontractoren	Correct	Not found		https://qoof.salt.ch/knowledge/admin/tools/search_customers_in_vti 
$flow.nointernet.vti.ActivationDone	Provisioning completed in VTI?	Is the customer active?	vti/provisioning-completed				https://qoof.salt.ch/knowledge/admin/order/comand_completed
$flow.nointernet.vti.IconStatusBoxManagement	Check in VTI > Offer management > Health check > Router<N><T>-<b>Refresh<b> (right button).<N><T> - WANMGT must be green<N><T>- WANHSI must be green	Is the router status (WANMGT, WANHSI) GREEN?	flow/nointernet/vti/IconStatusBoxManagement-en	Green	Red		
$flow.nointernet.vti.IsBarred	Internet Services blocked by Finance:<N><T>- VTI -> Offer management -> Health check -> ONT Config TFTP<N><N>If barred:<N><T>- IP4_Gateway=127.0.0.1<N><T>- IP6_StaticGateway=::1	Is the customer barred?	vti/Databarred				
$flow.nointernet.postLedChecks.WasInternetWorkingBefore	Check in the box management history	Did the Internet work before?					
$flow.nointernet.postLedChecks.IsSerialNumberCorrect	<N><T>1. Place the Box in front of you<N><T>2. Turn it upside down<N><T>3. Place both thumbs on the saucer<N><T>4. Push forwards<N><T>5. Completely remove the saucer<N><T>6. The serial number is displayed after S/N:	Does the serial number of the box at home match the one in VTI?	box/serialfind				
$flow.nointernet.postLedChecks._ReadSerialNumber	Assist the customer<N>Clearly describe all (manual) steps to find the number on the box.	Enter the serial number of the box					
$flow.nointernet.postLedChecks._ReadRXValues	Assist the customer<N>Instruct how to find the RX value.<N> If it is not possible to obtain the values, when the only device in the household is an AppleTV enter <b>aaa<b>.<N><N><em> If there is no automatic redirection to the login page, you have to type this address manually:<N>192.168.1.1/login.htm<em>	Enter the RX values (FiberBox's Admin Console at home)	box/AdminRX-en	RX value or aaa	Sequence abormale	WiFi Invisible	https://youtube.com/watch?v=vB61nkVrqj0|https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#pr%C3%BCfung-der-led-sequenz-reihenfolge
$flow.nointernet.so.tckets._SwapBox	'<N>Inform that:<N><T>- a technical ticket is forwarded to our technical department for a thorough analysis.<N><T>- he may be contacted.<N><T>- he will receive feedback as soon as possible.<N><T> - <em>the box must always be powered (230V) and plugged in (SFP, Fibre, OTO) during the whole life of a ticket.<em>'	Automatic ticket creation [523] in SuperOffice					
$flow.nointernet.fiberbox.IsWWWLedOff		Is the WWW LED green?		Green	OFF		https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.IsWWWLedGreen		Is the WWW LED green?		Green	OFF		https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.WhatIsFiberLEDStatus		How is the Fiber LED?		Green stable		Red, blinking or off	
$flow.nointernet.so.tckets._TvProblem		Create a ticket 541					
$flow.nointernet.fiberbox.FiberLedOff		The Fiber LED is OFF ?					
$flow.nointernet.customer.HasCustomerLEXnetworkIssue	Find the LEX and LTO in VTI, compare with the list of service incidents in Qoof	Are there incidents in the LEX ?	vti/lexincident	Yes, inform that the problem is being fixed			https://qoof.salt.ch/bug/services/services_major_incidents
$flow.nointernet.so.tckets._SOWWWLedOff	'<N>Inform that:<N><T>- a technical ticket is forwarded to our technical department for a thorough analysis.<N><T>- he may be contacted.<N><T>- he will receive feedback as soon as possible.<N><T> - <em>the box must always be powered (230V) and plugged in (SFP, Fibre, OTO) during the whole life of a ticket.<em>'	Automatic ticket creation [524] in SuperOffice					
