FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.lan.CanCheckWithAppleTVorOtherDevice	Mit Apple TV wenn verfügbar, wenn nicht, mit einem anderen Gerät im LAN versuchen.	Ist es möglich, mit einem anderen Gerät zu probieren?		Apple TV o. anderes LAN-Gerät	Kein anderes LAN-Gerät		
$flow.lan.ConnectDirectToFiberbox		Das Gerät über LAN direkt mit der Box verbinden					
$flow.lan.ConnectedViaSwitch	(nicht direkt zur Box)	Das Gerät ist über einen Switch angeschlossen					
$flow.lan.LanConnectionOK		Funktioniert die LAN-Verbindung?					
$flow.escalation.IsMifiNeeded	Sicherstellen, dass der Kunde keine andere Möglichkeit hat, sich mit dem Internet zu verbinden<N>z. B. Unnötig, eines anzubieten, wenn er ein Swiss oder höheres Mobilfunkabo bei Salt besitzt.<N><N>In S.O. -> Email prüfen, ob der Kunde bereits ein MiFi hat.<N><N>Wenn der Kunde bereits ein Mifi besitzt, in Marilyn überprüfen, ob eine Guthabenaufladung nötig ist und ggf. das PrePay-Guthaben aufladen.	Den Bedarf an einem MiFi-Gerät beurteilen und entsprechend vorschlagen	so/check-send-mifi				https://qoof.salt.ch/de/bug/internaltools/activation_troubleshooting_free-mifi
$flow.nointernet.customer._TellCustomerAllOkWithFiberCnx		Dem Kunden mitteilen, dass mit dem Glasfaseranschluss alles richtig funktioniert					
$flow.nointernet.customer.ConnectionType	LAN oder WiFi	An was ist das Gerät des Kunden angeschlossen?		LAN	WiFi		
$flow.nointernet.customer.FiberCableChanged	In VTI -> Kundereignis-Protokolle und in in SuperOffice -> Cases -> 6. Neues Fibre kabel (Sendungen per Post) [526] überprüfen.<N>Vom Kunden den Wechsel bestätigen lassen. 	Wurde das Glasfaserkabel ausgetauscht?					
$flow.nointernet.customer.FiberCableIsSalt		Ist das Glasfaserkabel ein Salt Kabel?					
$flow.nointernet.customer.InstallationOk	<T> - Korrekte OTO-Nummer auf der Steckdose<N><T> - Korrekte OTO-Portnummer benutzt<N><T> - Glasfaserkabel mit dem blauen Hebel (nach oben gestellt) verbunden<N><T> - Stromkabel angeschlossen	Ist die Installation in Ordnung?	box/blueleverup				https://qoof.salt.ch/de/knowledge/technical/modem_router/checking_the_fiber_box_connection|https://youtube.com/watch?v=UFBwdVRnc-E&t=105
$flow.nointernet.so.tckets._WrongOTO	'- Ein Ticket [511] wird automatisch generiert, wenn der nächste Schritt erreicht wird. Erstelle nicht manuell (SuperOffice) eines. Eine Kopie des Inhalts wird an deine Mailbox geschickt.<N><N>Informieren, dass:<N><T>- ein technisches Ticket zur weiteren Abklärung an unseren technischen Dienst weitergeleitet wurde.<N><T>- wir ihn kontaktieren könnten.<N><T>- er so schnell wie möglich ein Feedback erhalten wird.<N><T>- <em>die Box während des gesamten Lebenszyklus des Tickets bei ihm immer mit Strom versorgt (230V) und angeschlossen (SFP, Fiber, OTO) sein muss.<em>'	Automatische Ticket-Erstellung [511] in SuperOffice 					
$flow.nointernet.fiberbox._RebootBox	(die Stromversorgung trennen und wieder anschliessen)	Die Fiber Box neu starten					https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#startphase
$flow.nointernet.fiberbox._SpeedAndStability	Den Prozess Geschwindigkeit und Stabilität befolgen.	Ungewöhnliche RX-Werte?					https://qoof.salt.ch/de/customer-process/use_trouble/internet/slow_internet
$flow.nointernet.fiberbox.NormalRxValues	<N>In <LQ>VTI > Angebotsverwaltung > Instrumententafel > Router > See History > RX<RQ> prüfen<N>wenn RX > -11 dBm ist, ist nicht normal <N>oder<N>wenn RX < -21 dBm ist, ist nicht normal	Liegen die RX-Werte innerhalb der Standardnorm?	vti/rx-values-de	Ja	Nein		
$flow.nointernet.fiberbox.BootSequence	<T>- Fiber LED ROT (stabil/blinkend),<N><T> - Fiber LED GRÜN blinkend,<N> WWW OFF,<N> Fiber LED OFF	Ist die Boot-Sequenz:					
$flow.nointernet.fiberbox.FiberLedGreenStable		Wie leuchtet die Fiber-LED ?		Grün und stabil	Anders	Blinklicht rot/grün	
$flow.nointernet.fiberbox.IconRedNoRX		Kein RX-Wert und rotes Symbol?					
$flow.nointernet.so._CreateTicketModemCNX	'- Ein Ticket [521] wird automatisch generiert, wenn der nächste Schritt erreicht wird. Erstelle nicht manuell (SuperOffice) eines. Eine Kopie des Inhalts wird an deine Mailbox geschickt.<N><N>Informieren, dass:<N><T>- ein technisches Ticket zur weiteren Abklärung an unseren technischen Dienst weitergeleitet wurde.<N><T>- wir ihn kontaktieren könnten.<N><T>- er so schnell wie möglich ein Feedback erhalten wird.<N><T>- <em>die Box während des gesamten Lebenszyklus des Tickets bei ihm immer mit Strom versorgt (230V) und angeschlossen (SFP, Fiber, OTO) sein muss.<em>'	Automatische Ticket-Erstellung [521] in SuperOffice 					
$flow.nointernet.so._InformTicketStatus	Die fehlenden Informationen im Ticket erfassen, falls angegeben.	Den Kunden über den Status des Tickets informieren	general/conversation				
$flow.nointernet.so.ModemConnectionTicketOpen		Gibt es ein offenes S.O. 1.Modem Connection [521] Ticket?					
$flow.nointernet.so.IsTicketOpened	Entweder technisches:<N><T>- Modem Connection<N><T>- Probléme de Wifi / Wlan<N><T>- Box Swap (under condition)<N><T>- WWW LED OFF <N><N> Entweder zur Bestellung: <N><T>- Plug in Use info<N><T>- OTO Given by customer<N><T>- Order Status check request<N><T>- OTO - Wrong OTO connected<N><N>Entweder Anfrage:<N><T>- zum Umzug<N><T>- zur Kündigung<N><N>Der Ticket-Status kann: Raised / Pending customer / Pending other teams / Re-open / Pending future date sein.<N><N>Zudem „VTI -> Kundenereignis-Protokolle“ und S.O. -> Wrap-Up auf kürzlich stattgefundene Kundeninteraktionen prüfen.	In S. O. « Cases » und « Email » überprüfen, ob ein Ticket im Zusammenhang mit einem Verbindungsproblem offen ist	so/techticketopened	Recaller	Kein kürzliches Ticket		https://cs.salt.ch/scripts/ticket.fcgi?_sf=0&action=searchTable&table=person&_activeMenu=1
$flow.nointernet.vti.CheckContractorVTI	Den Kunden mit<N><T>-Rechnungskontonummer,<N><T>-Name,<N><T>- E-Mail-Adresse,<N><T>- usw.<N> suchen.<N><N>In VTI überprüfen, ob der geöffnete Vertrag dem Kunden entspricht.<N>Die VoIP-Nummer kopieren (CTRL + C) und ins Feld VoIP N° einfügen.	Ist der Kunde im VTI eindeutig identifizierbar?	vti/searchandverifycontractorde	Richtig	Nicht auffindbar		https://qoof.salt.ch/de/knowledge/admin/tools/search_customers_in_vti
$flow.nointernet.vti.ActivationDone	Provisioning completed in VTI?	Ist der Kunde aktiv?	vti/provisioning-completed				https://qoof.salt.ch/de/knowledge/admin/order/comand_completed
$flow.nointernet.vti.IconStatusBoxManagement	In VTI > Angebotsverwaltung > Instrumententafel > Router<N><T>-<b>Refresh<b> (rechte Taste).<N><T>- WANMGT muss grün sein<N><T>- WANHSI muss grün sein	Ist der Router-Status (WANMGT, WANHSI) GRÜN?	flow/nointernet/vti/IconStatusBoxManagement-de	Grün	Rot		
$flow.nointernet.vti.IsBarred	Internet-Dienste durch Finance gesperrt:<N><T>- VTI -> Angebotsverwaltung -> Instrumententafel -> ONT Config TFTP<N><N>Wenn gesperrt:<N><T>- IP4_Gateway=127.0.0.1<N><T>- IP6_StaticGateway=::1	Ist der Kunde gesperrt?	vti/Databarred				
$flow.powercable._CreateTicketModemBoxSwap	'- Ein Ticket [523] wird automatisch generiert, wenn der nächste Schritt erreicht wird. Erstelle nicht manuell (SuperOffice) eines. Eine Kopie des Inhalts wird an deine Mailbox geschickt.<N><N>Informieren, dass:<N><T>- ein technisches Ticket zur weiteren Abklärung an unseren technischen Dienst weitergeleitet wurde.<N><T>- wir ihn kontaktieren könnten.<N><T>- er so schnell wie möglich ein Feedback erhalten wird.<N><T>- <em>die Box während des gesamten Lebenszyklus des Tickets bei ihm immer mit Strom versorgt (230V) und angeschlossen (SFP, Fiber, OTO) sein muss.<em>'	Automatische Ticket-Erstellung [523] in SuperOffice 					
$flow.installation._RemoveMultiplePowerSocket	Wenn die Box an einen Multi-Stecker angeschlossen ist, direkt an die Wandsteckdose anschliessen.<N>Eine andere Wandsteckdose ausprobieren.	Den Anschluss an die Steckdose überprüfen					
$flow.powercable.CanGoToTheShop	Er kann die Box dort mit einem anderen Netzteil testen.	Kann der Kunde zum nächstgelegenen Store gehen?					
$flow.powercable.LedPowerOn	(Die Power LED muss grün sein)<N>Auffordern, die Wandsteckdose zu wechseln.<N>Die Verbindung der Stromversorgung der Box überprüfen.	Leuchtet die POWER-LED grün?	box/powerLed-de	Ja, grün			https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence
$flow.stability._BadOutstandingFlows	Box neu straten<N>Die LED-Sequenz befolgen, um zu prüfen, ob alles in Ordnung ist, und den Box Admin öffnen.<N>RX/TX Werte aufschreiben	Der Datenfluss ist ungewöhnlich langsam					https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#pr%C3%BCfung-der-led-sequenz-reihenfolge
$flow.stability._CNXallGooodMan	Siehe Qoof 'Argumentationshilfe - Langsame Internetverbindung'	Die Verbindung funktioniert normal					https://qoof.salt.ch/de/knowledge/technical/wording_tips/wording_poor_internet_speed
$flow.stability._OpenSpeedTest	Am besten über AppleTV (App ggf. aus dem App Store installieren) oder in einem Webbrowser.	salt.speedtest.net öffnen					
$flow.stability._RedoTestAndWthOtherNTW	2,4Ghz <-> 5Ghz	Die Tests über das andere WiFi-Netzwerk wiederholen					
$flow.stability._SelectSaltServer	Die GO-Taste in der Mitte des Bildschirms drücken.<N>~30s warten, bis die<N>Berechnungen durchgeführt werden<N>Ein- oder zweimal wiederholen	Den Salt-Server auswählen	flow/stability/-SelectSaltServer				
$flow.stability.LanOrWiFi		Tests im LAN oder WiFi		WiFi	LAN		https://qoof.salt.ch/de/customer-process/getstarted/test_internet
$flow.stability.ValuesOverEighty		Übertragungswerte grösser oder gleich 80 Mbps?					
$flow.stability.ValuesOverTwenty		Übertragungswerte grösser oder gleich 20 Mbps?					
$flow.swapcable._FiberCableByPost	'- Ein Ticket [526] wird automatisch generiert, wenn der nächste Schritt erreicht wird. Erstelle nicht manuell (SuperOffice) eines. Eine Kopie des Inhalts wird an deine Mailbox geschickt.<N><N>(vor 16.00 Uhr wird das Kabel am nächsten Tag geliefert sonst am übernächsten Tag)'	Zusendung eines Glasfaserkabels per Post					
$flow.swapcable._FiberCableByStore	ACHTUNG während der Eindämmung (Coronavirus), <b>nur per Post<b>.<N>Keine Kunden in den Stores schicken, da diese geschlossen sind.<N><N>Eine E-Mail senden, die ihn daran erinnert, das alte Kabel mitzunehmen.	Den Kunden in einen Store schicken					
$flow.swapcable.SwapFiberCable	ACHTUNG während der Eindämmung (Coronavirus), <b>nur per Post<b>.<N>Keine Kunden in den Stores schicken, da diese geschlossen sind.<N><N>Dies kann entweder in einem Salt Store oder per Post geschehen.	Das Glasfaserkabel muss ausgetauscht werden		STORE	POST		
$flow.wifi._ConteactDeviceSupport		Den technischen Support des Geräts kontaktieren					
$flow.wifi._CreateTicketWifiIssue	'- Ein Ticket [522] wird automatisch generiert, wenn der nächste Schritt erreicht wird. Erstelle nicht manuell (SuperOffice) eines. Eine Kopie des Inhalts wird an deine Mailbox geschickt.<N><N>Informieren, dass:<N><T>- ein technisches Ticket zur weiteren Abklärung an unseren technischen Dienst weitergeleitet wurde.<N><T>- wir ihn kontaktieren könnten.<N><T>- er so schnell wie möglich ein Feedback erhalten wird.<N><T>- <em>die Box während des gesamten Lebenszyklus des Tickets bei ihm immer mit Strom versorgt (230V) und angeschlossen (SFP, Fiber, OTO) sein muss.<em>'	Automatische Ticket-Erstellung [522] in SuperOffice 					
$flow.wifi._ResetWifiParams	WiFi auf Geräten vergessen<N>Das Geräte-Hilfe-Tool verwenden, sollte der Kunde Hilfe benötigen.	Die WiFi-Einstellungen des Geräts auf die Werkseinstellungen zurücksetzen					https://salt.ch/de/device-help/
$flow.wifi._RestartDevice		Das Gerät neu starten					
$flow.wifi._SwitchOnUsingButton	Während X Sekunden	Die Taste auf der Vorderseite drücken	box/box-front-wlan				
$flow.wifi._SwitchOnWifiFromAdminConsole	Während X Sekunden	Über den Admin der Box die 2 WiFis aktivieren					https://qoof.salt.ch/de/knowledge/technical/modem_router/turn_on_off_wifi_in_the_admin_console
$flow.wifi.CanConnectToBoxWithLAN		Ist es möglich, ein Gerät über LAN anzuschliessen?					
$flow.wifi.ErrorIconOnWifiIcon		Fehler beim WiFi-Symbol des Geräts?					
$flow.wifi.WifiButtonBroken	(beim Drücken kehrt er nicht in seine ursprüngliche Position zurück)	Ist die WiFi-Taste defekt?					
$flow.wifi.WifiOnInDashboard		Sind die 2 WiFi grün im Dashboard (Angebotsverwaltung)?	vti/WifiOnInDashboard-de				https://qoof.salt.ch/de/knowledge/technical/modem_router/check_in_vti_if_wifi_is_active
$flow.wifi.WiFiPasswordAccepted		Wird das WiFi-Passwort akzeptiert?					https://qoof.salt.ch/de/customer-process/configure/admin_console/change_wifi_name_and_password
$flow.wifi.WifiVisibleByAppleTV	(Das LAN-Kabel zuvor vom AppleTV trennen.)<N><N>Apple TV -> Einstellungen -> Netzwerk -> WLAN<N>Den Namen eines kompatiblen Wi-Fi-Netzwerks zur Verbindung wählen.	Ist WiFi auf dem Apple TV sichtbar?					
$flow.wifi.WifiVisibleOnDevice		Ist WiFi auf dem Gerät sichtbar?					
$flow.activation.SendTicketToTLPool	Der T.L. kontaktiert Fabien und Bart	Informationen sammeln und an den T.L. weiterleiten.					
$flow.End	Click >> to start a new trouble shooting session	End	general/end				
$flow.TutoTree	Die Prozedur befolgen :<N><T>- entweder durch Anklicken der Schaltflächen,<N><T>- oder mit der Tastatur (wie auf dem Bild nebenan)<N><N>Auf einigen Seiten befindet sich das folgende Symbol, unter dem detaillierte Anleitungen zu finden sind:<N><T>- Qoof-Seiten<N><T>- YouTube-Videos<N><T>- andere Webseiten<N><T>- usw. ...	Allgemeine Anleitungen	ui/tutoKeyboardDE				https://qoof.salt.ch
$flow.Intro	Der Kunde kontaktiert uns und beschwert sich, dass er keine Internet-Verbindung hat.<N><N><em>Sicherstellen, dass der Kunde die Box bei sich zu Hause hat (und nicht etwa in einen SST gebracht hat)<em>. 	Keine Internetverbindung	customer/When-It-Doesnt-Work				
$flow.nointernet.postLedChecks.WasInternetWorkingBefore	Box Management-Verlauf überprüfen	Funktionierte Internet zuvor?					
$flow.nointernet.postLedChecks.IsSerialNumberCorrect	<N><T>1. Sich vor die Box stellen<N><T>2. Die Box umdrehen (Unterseite nach oben)<N><T>3. Beide Daumen auf den Deckel legen<N><T>4. Den Deckel nach vorne schieben<N><T>5. Den Deckel ganz entfernen<N><T>6. Die Seriennummer steht nach S/N:	Entspricht die Seriennummer auf der Box derjenigen in VTI?	box/serialfind				
$flow.nointernet.postLedChecks._ReadSerialNumber	Den Kunden unterstützen<N>Alle (manuellen) Schritte klar beschreiben, um die Nummer auf der Box zu finden.	Die Seriennummer der Box eingeben					
