FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.nointernet.fiberbox.BootSequence	<T>- Fiber LED ROT (stabil/blinkend),<N><T> - Fiber LED GRÜN blinkend,<N> WWW OFF,<N> Fiber LED OFF	Ist die Boot-Sequenz:					
$flow.nointernet.fiberbox.FiberLedGreenStable		Wie leuchtet die Fiber-LED ?		Grün und stabil	Anders	Blinklicht rot/grün	
$flow.nointernet.fiberbox.IconRedNoRX		Kein RX-Wert und rotes Symbol?					
$flow.nointernet.so._CreateTicketModemCNX	'- Ein Ticket [521] wird automatisch generiert, wenn der nächste Schritt erreicht wird. Erstelle nicht manuell (SuperOffice) eines. Eine Kopie des Inhalts wird an deine Mailbox geschickt.<N><N>Informieren, dass:<N><T>- ein technisches Ticket zur weiteren Abklärung an unseren technischen Dienst weitergeleitet wurde.<N><T>- wir ihn kontaktieren könnten.<N><T>- er so schnell wie möglich ein Feedback erhalten wird.<N><T>- <em>die Box während des gesamten Lebenszyklus des Tickets bei ihm immer mit Strom versorgt (230V) und angeschlossen (SFP, Fiber, OTO) sein muss.<em>'	Automatische Ticket-Erstellung [521] in SuperOffice 					
$flow.nointernet.so._InformTicketStatus	Die fehlenden Informationen im Ticket erfassen, falls angegeben.	Den Kunden über den Status des Tickets informieren	general/conversation				
$flow.nointernet.so.ModemConnectionTicketOpen		Gibt es ein offenes S.O. 1.Modem Connection [521] Ticket?					
$flow.nointernet.so.IsTicketOpened	Entweder technisches:<N><T>- Modem Connection<N><T>- Probléme de Wifi / Wlan<N><T>- Box Swap (under condition)<N><T>- WWW LED OFF <N><N> Entweder zur Bestellung: <N><T>- Plug in Use info<N><T>- OTO Given by customer<N><T>- Order Status check request<N><T>- OTO - Wrong OTO connected<N><N>Entweder Anfrage:<N><T>- zum Umzug<N><T>- zur Kündigung<N><N>Der Ticket-Status kann: Raised / Pending customer / Pending other teams / Re-open / Pending future date sein.<N><N>Zudem „VTI -> Kundenereignis-Protokolle“ und S.O. -> Wrap-Up auf kürzlich stattgefundene Kundeninteraktionen prüfen.	In S. O. « Cases » und « Email » überprüfen, ob ein Ticket im Zusammenhang mit einem Verbindungsproblem offen ist	so/techticketopened	Recaller	Kein kürzliches Ticket		https://cs.salt.ch/scripts/ticket.fcgi?_sf=0&action=searchTable&table=person&_activeMenu=1
$flow.nointernet.vti.CheckContractorVTI	Den Kunden mit<N><T>-Rechnungskontonummer,<N><T>-Name,<N><T>- E-Mail-Adresse,<N><T>- usw.<N> suchen.<N><N>In VTI überprüfen, ob der geöffnete Vertrag dem Kunden entspricht.<N>Die VoIP-Nummer kopieren (CTRL + C) und ins Feld VoIP N° einfügen.	Ist der Kunde im VTI eindeutig identifizierbar?	vti/searchandverifycontractorde	Richtig	Nicht auffindbar		https://qoof.salt.ch/de/knowledge/admin/tools/search_customers_in_vti
$flow.nointernet.vti.ActivationDone	Provisioning completed in VTI?	Ist der Kunde aktiv?	vti/provisioning-completed				https://qoof.salt.ch/de/knowledge/admin/order/comand_completed
$flow.nointernet.vti.IconStatusBoxManagement	In VTI > Angebotsverwaltung > Instrumententafel > Router<N><T>-<b>Refresh<b> (rechte Taste).<N><T>- WANMGT muss grün sein<N><T>- WANHSI muss grün sein	Ist der Router-Status (WANMGT, WANHSI) GRÜN?	flow/nointernet/vti/IconStatusBoxManagement-de	Grün	Rot		
$flow.nointernet.vti.IsBarred	Internet-Dienste durch Finance gesperrt:<N><T>- VTI -> Angebotsverwaltung -> Instrumententafel -> ONT Config TFTP<N><N>Wenn gesperrt:<N><T>- IP4_Gateway=127.0.0.1<N><T>- IP6_StaticGateway=::1	Ist der Kunde gesperrt?	vti/Databarred				
$flow.nointernet.postLedChecks.WasInternetWorkingBefore	Box Management-Verlauf überprüfen	Funktionierte Internet zuvor?					
$flow.nointernet.postLedChecks.IsSerialNumberCorrect	<N><T>1. Sich vor die Box stellen<N><T>2. Die Box umdrehen (Unterseite nach oben)<N><T>3. Beide Daumen auf den Deckel legen<N><T>4. Den Deckel nach vorne schieben<N><T>5. Den Deckel ganz entfernen<N><T>6. Die Seriennummer steht nach S/N:	Entspricht die Seriennummer auf der Box derjenigen in VTI?	box/serialfind				
$flow.nointernet.postLedChecks._ReadSerialNumber	Den Kunden unterstützen<N>Alle (manuellen) Schritte klar beschreiben, um die Nummer auf der Box zu finden.	Die Seriennummer der Box eingeben					
$flow.nointernet.postLedChecks._ReadRXValues	Den Kunden unterstützen<N>Erklären, wie man den RX-Wert findet. RX-Werte eingeben<N> Wenn keine Werte erhalten werden können, geben Sie <b>aaa<b> wenn das einzige Gerät im Haushalt ein AppleTV ist.<N><N><em> Falls keine Weiterleitung auf die Anmeldeseite erfolgt, die folgende Adresse manuell eingeben:<N>192.168.1.1/login.htm<em>	RX-Werte eingeben (FiberBox Admin-Konsole zu Hause)	box/AdminRX-de	RX-Werte oder aaa	Boot-Sequenz anormal	WiFi unsichtbar	https://youtube.com/watch?v=vB61nkVrqj0|https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#pr%C3%BCfung-der-led-sequenz-reihenfolge
$flow.nointernet.so.tckets._SwapBox	'- Ein Ticket [523] wird automatisch generiert, wenn der nächste Schritt erreicht wird. Erstelle nicht manuell (SuperOffice) eines. Eine Kopie des Inhalts wird an deine Mailbox geschickt.<N><N>Informieren, dass:<N><T>- ein technisches Ticket zur weiteren Abklärung an unseren technischen Dienst weitergeleitet wurde.<N><T>- wir ihn kontaktieren könnten.<N><T>- er so schnell wie möglich ein Feedback erhalten wird.<N><T>- <em>die Box während des gesamten Lebenszyklus des Tickets bei ihm immer mit Strom versorgt (230V) und angeschlossen (SFP, Fiber, OTO) sein muss.<em>'	Automatische Ticket-Erstellung [523] in SuperOffice 					
$flow.nointernet.fiberbox.IsWWWLedOff		Leuchtet die WWW-LED grün?		Grün	Aus (leuchtet nicht)		https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.IsWWWLedGreen		Leuchtet die WWW-LED grün?		Grün	Aus (leuchtet nicht)		https://qoof.salt.ch/de/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.WhatIsFiberLEDStatus		Wie ist die Fiber-LED?		Grün stabil		Rot, blinkt oder aus	
$flow.nointernet.so.tckets._TvProblem		Automatische Ticket-Erstellung [541]					
$flow.nointernet.fiberbox.FiberLedOff		Die FIBER-LED ist ausgeschaltet?					
$flow.nointernet.customer.HasCustomerLEXnetworkIssue	Finden Sie die LEX und LTO in VTI, vergleichen Sie mit der Liste der Service-Vorfälle in Qoof	Gibt es einen Zwischenfall in LEX?	vti/lexincident	Ja, informieren Sie, dass das Problem behoben wird.			https://qoof.salt.ch/bug/services/services_major_incidents
