FLAG	DETAILS	TITLE	ILLUSTRATION	RIGHT-BTN	LEFT-BTN	MID-BTN	QOOK
$flow.nointernet.so.tckets._WrongOTO	Un ticket [511] sera automatiquement généré lors du passage à l'étape suivante. Ne pas créer manuellement un ticket (SuperOffice). Une copie du contenu sera envoyée à ta boîte e-mail.<N><N>Informer que :<N><T>- un ticket technique sera transmis à notre département technique pour une analyse approfondie.<N><T>- il pourrait être contacté.<N><T>- il recevra un retour dès que possible.<N><T> - <em>la box doit être alimentée par courant électrique (230V) et branchée à une prise (SFP, fibre optique, OTO) durant toute la durée de traitement d'un ticket.<em>	Création automatique d'un ticket [511] dans SuperOffice					
$flow.nointernet.fiberbox._RebootBox	(débrancher et rebrancher le câble d'alimentation)<N>Les techniciens de 2e et 3e niveau pourront voir si le redémarrage a vraiment été effectué par le client. Il est donc important de sélectionner la bonne réponse.	Redémarrer la Box Fiber	box/reboot/reboot	Redémarrage FAIT	Redémarrage pas possible		https://qoof.salt.ch/fr/knowledge/technical/modem_router/boot_led_sequence#d%C3%A9marrage
$flow.nointernet.fiberbox._SpeedAndStability	Suivre procédure Speed et stabilité	Valeurs RX hors norme ?					https://qoof.salt.ch/customer-process/use_trouble/internet/slow_internet
$flow.nointernet.fiberbox.FiberLedGreenStable		La LED Fiber est comment ?		Verte et stable	Rouge	Clignotante Rouge/Vert	
$flow.nointernet.so._CreateTicketModemCNX	Un ticket [521] sera automatiquement généré lors du passage à l'étape suivante (une copie du contenu sera envoyée à ta boîte e-mail). Ne pas créer manuellement un ticket (SuperOffice). <N><N>Informer que :<N><T>- un ticket technique sera transmis à notre département technique pour une analyse approfondie.<N><T>- il pourrait être contacté.<N><T>- il recevra un retour dès que possible.<N><T> - <em>la box doit toujours être alimentée par courant électrique (230V) et branchée à une prise (SFP, fibre optique, OTO) durant toute la durée de traitement d'un ticket.<em>	Création automatique du ticket [521] dans SuperOffice				Envoyer	
$flow.nointernet.so._InformTicketStatus	Saisir les infos manquantes si notées dans le ticket.	Informer le client sur le statut du ticket.	general/conversation				
$flow.nointernet.so.IsTicketOpened	Soit ticket technique :<N><T>- Services TV et Vidéo - Problème avec Salt TV<N><T>- Connexion du modem<N><T>- Problème de Wi-Fi / Wlan<N><T>- Box Swap (under condition)<N><T>- WWW LED OFF<N><N>Soit ticket lié à la commande : <N><T>- Plug in Use info<N><T>- OTO Given by customer<N><T>- Order Status check request<N><T>- OTO - Wrong OTO connected<N><N>Soit ticket lié à d'autres demandes :<N><T>- Déménagement<N><T>- Résiliation<N><N>Le statut du ticket peut être : Raised / Pending customer / Pending other teams / Re-open / Pending future date<N><N>Vérifier également dans “VTI -> Vie du client” et SO -> Vérifier s'il existe un wrap-up concernant des interactions récentes avec le client.	Vérifier dans SO “Cases” et “Email” si un ticket lié au même problème est ouvert	so/techticketopened	Recaller	Pas de ticket récent		https://cs.salt.ch/scripts/ticket.fcgi?_sf=0&action=searchTable&table=person&_activeMenu=1
$flow.nointernet.vti.CheckContractorVTI	Rechercher le client avec<N><T>- le numéro de compte de facturation,<N><T>- le nom,<N><T>- l'adresse e-mail,<N><T>- etc.<N><N>Vérifier dans VTI que le contrat ouvert corresponde bien au client.<N>Copier (CTRL + C) le numéro VoIP et le coller (CTRL + V) dans le champ VoIP N°.<N><N>Vérifiez que la personne sera joignable au numéro saisi dans <Q>Contact Number<Q>.<N>Saisir un autre numéro si besoin.	Le client est-il clairement identifiable dans VTI ?	vti/copy_all	Home (b2c)	Introuvable	Office (b2b)	https://qoof.salt.ch/knowledge/admin/tools/search_customers_in_vti
$flow.nointernet.vti.ActivationDone	Provisioning terminé dans VTI ?	Le client est-il activé ?	vti/provisioning-completed				https://qoof.salt.ch/knowledge/admin/order/comand_completed
$flow.nointernet.vti.IconStatusBoxManagement	Vérifier dans VTI > Gestion de l'offre > Dashboard santé > Routeur<N><T>- <b>Mettre à jour<b> (bouton à droite)<N><T>- WANMGT doit être vert<N><T>- WANHSI doit être vert	Le statut du routeur (WANMGT, WANHSI) est-il VERT ?	flow/nointernet/vti/IconStatusBoxManagement-fr	Vert	Rouge		
$flow.nointernet.vti.IsBarred	"Services Internet bloqués par Finance :<N><T>- VTI -> Gestion de l’offre --> Gérer les barrings<N><N><b>Décision client / Services de Voip & Appels à l'étranger> - informer le client ou le retirer après avoir parlé à la personne autorisée, si cela est demandé<N><b>Décision de collection<b> demander d'effectuer un paiement (Office - Carte de crédit, MBA, TWINT ; Home – MBA ou TWINT)<N><b>Décision anti fraudes<b>- Demander d'effectuer un paiement ou créer un ticket Credit Limit (3.4.2) si le paiement a déjà été effectué."	<b>Y a-t-il des blocages ?<b><N>S'il y a des blocages client ou opérateur, je vais les retirer maintenant et vérifier si le problème est réglé<N>et continuer le dépannage s'il n'est pas réglé.	vti/Databarred_fr				
$flow.nointernet.postLedChecks.IsSerialNumberCorrect	<N><T>1. Placez la box devant vous<N><T>2. Retournez-la<N><T>3. Placez les deux pouces sur la base<N><T>4. Poussez vers l'avant<N><T>5. Enlevez complètement la base<N><T>6. Le N° de série est indiqué à la suite de S/N: 	Le numéro de série de la box au domicile du client correspond-il au numéro dans VTI (<b><BOXSERIAL><b>) ?	box/serialfind				
$flow.nointernet.postLedChecks._ReadRXValues	Assister le client<N>Lui indiquer comment trouver la valeur RX.<N>S'il n'est pas possible d'obtenir les valeurs RX et que l'Apple TV est le seul appareil dans le foyer, veuillez saisir <b>aaa<b>.<N><N><em>Si la redirection vers la page de login ne fonctionne pas, il faut la saisir à la main :<N>192.168.1.1/login.htm<em>	Saisir les valeurs RX (Console d'admin Fiber Box au domicile)	box/AdminRX-fr	Valeurs RX ou aaa	Sequence de boot anormale	Wi-Fi Invisible	https://youtube.com/watch?v=vB61nkVrqj0|https://qoof.salt.ch/fr/knowledge/technical/modem_router/boot_led_sequence#v%C3%A9rification-des-s%C3%A9quences
$flow.nointernet.so.tckets._SwapBox	Un ticket [523] sera automatiquement généré lors du passage à l'étape suivante (une copie du contenu sera envoyée à ta boîte e-mail). Ne pas créer de ticket manuellement (SuperOffice).<N><N>Informer que :<N><T>- un ticket technique sera transmis à notre service technique pour une analyse approfondie.<N><T>- le client sera éventuellement contacté.<N><T>- il recevra un retour dès que possible.<N><T> - <em>la box doit toujours être alimentée par courant électrique (230V) et branchée à une prise (SFP, fibre optique, OTO) pendant toute la durée de traitement d'un ticket.<em>	Création automatique du ticket [523] dans SuperOffice					
$flow.nointernet.fiberbox.IsWWWLedGreen		Est-ce que la LED WWW est verte ?		Verte	Éteinte		https://qoof.salt.ch/fr/knowledge/technical/modem_router/boot_led_sequence#www-led
$flow.nointernet.fiberbox.FiberLedOff		La LED Fiber est OFF ?					
$flow.nointernet.customer.HasCustomerLEXnetworkIssue	Les données de Qoof sont introuvable par le tool, alors je vérifie moi-même dans Qoof qu'il n'y a pas d'incident sur ce LEX. 	Je vérifie qu'il n'y a pas d'incident avec distributeur de fibres optiques de votre quartier - alias LEX. <N>LEX du client : <N><LEX> <N>OLT: <OLT>		informer que l'incident en cours de résolution	Pas d'incident		https://qoof.salt.ch/bug/services/services_major_incidents|https://qoof.salt.ch
$flow.nointernet.fiberbox.IsBoxReachable	Mettre à jour le statut de la box dans VTI > <Q>Gérer la box / Router<Q> > <Q>Actualiser statut<Q><N>(Important : à effectuer chaque fois ! Sinon, vous ne verrez pas le statut réel de la box.)<N>Si la box n'est pas accessible, vérifier à quelle date elle a été en ligne pour la dernière fois. Demander au client s'il y a eu un déménagement ou des travaux (réparations/rénovations, peinture etc.) à cette date-là.	VTI, Gestion de l'offre, Dashboard santé<Q>Router<Q>, (1) <em>Actualiser statut<em> puis (2) <em>Voir l'historique<em> et je lis l'état de connexion :<N>la Box est-elle accessible ?	vti/IsBoxReachable_fr				
$flow.nointernet.fiberbox.WhatColorBlink		LED Fiber clignotant en rouge ou vert		Rouge	Vert		
$flow.nointernet.fiberbox.WhichWeirdBoot	# Power vert, Fibre rouge, aucune autre LED ne s'allume<N><T>- Power vert, Fibre rouge, <N><T>- aucune autre LED <N><N># Toutes les LED LAN sont vertes, Power vert, Fibre rouge, aucune autre LED<N><T>- Power vert, Fibre rouge, <N><T>- aucune autre LED, <N><T>- à l'arrière de la box, toutes les LED vertes des ports LAN sont allumées même si aucun câble LAN n'est branché<N><N># Toutes les LED 1 sec, Power vert, Fibre rouge <N><T>- toutes les LED pendant une seconde<N><T>- Power vert, aucune autre LED ne démarre dans les premières 90 secondes après avoir été allumé<N><N># Non stop Reboot<N>aucun périphérique USB n'est branché et la box redémarre en boucle : <N><T>- Power vert, Fiber rouge <N><T>- toutes les LEDs pendant une seconde <N><T>- Et encore et encore...	Quel démarrage n'a pas été effectué normalement ?					
$flow.nointernet.vti.IsWishDatePassed	La date souhaitée (wish date) peut être trouvée sous :<N>Vie du client > Ligne <Q>Subscription<Q> <N><N>si la date souhaitée est déjà passée, le deuxième niveau devra investiguer, si la date souhaitée n'est pas encore passée, dites au client que la connexion aura lieu connecté à la date souhaitée.	La wish date dans VTI est déjà passée ?	vti/whishdate				
$flow.nointernet.vti._SoOrderNotComplete	Un ticket sera automatiquement généré lors du passage à l'étape suivante. Ne pas en créer un manuellement (SuperOffice). Une copie du contenu vous sera envoyée par e-mail.<N><N> Informez le client comme suit :<N><T>- un ticket technique est transmis à notre département technique pour une analyse approfondie.<N><T>- il peut être contacté.<N><T>- il recevra un feedback dès que possible.<N><T> - <em> la box doit toujours être alimentée (230V) et branchée (SFP, Fibre, OTO) pendant toute la durée de traitement d'un ticket.<em>	Création automatique de ticket [414] dans SuperOffice					
$flow.nointernet.customer.BielIncidentInQoof	Si le cas :<N><T><T>- J'explique au client la nature du problème<N><T><T>- Eventuellement je lui communique le délai de résolution (s'il est indiqué dans Qoof).<N><T><T>- je cliques sur le bouton de résolution<N><N>Si j'ai un doute je continue le trouble shooting normalement	Il semble qu'il y ait un incident rapporté par nos parteniares.<N>Je vérifie bien que votre numéro de contractor est bien listé dans : <LOCATION>.	general/click_resolved				https://qoof.salt.ch
